claim_id,artifact,artifact_location,report_occurrence_count,claim_text,claim_type,population,comparator,endpoint,timepoint,value,unit,source_ids,source_urls,exact_anchors,access_depth,evidence_tier,requires_inline_citation,first_pass_decision,first_pass_rationale,blind_verdict,blind_failure_mode,resolution,final_display_state,canonical_artifact,canonical_row_ids,canonical_artifact_sha256,display_order,data_cut,schema_version,notes
POP-PREGNANCY-001,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=256,1,"Pregnancy/lactation은 adult primary pathway와 분리하고 trimester-specific ATD choice, fetal/infant risk 및 maternal biochemical control을 별도 기록한다.",analytical_population_boundary,Pregnancy and lactation,NA (no comparator),pregnancy/lactation pathway separation,2026-09-10 data cut or prospective monitoring,"Pregnancy/lactation은 adult primary pathway와 분리하고 trimester-specific ATD choice, fetal/infant risk 및 maternal biochemical control을 별도 기록한다.",narrative,NA (internal canonical evidence),NA (no external source URL required),"CANONICAL:soc_outcomes_v2.csv::categories=GD in pregnancy,GD in lactation across five regions",Canonical release artifact or analytic definition,Internal deterministic evidence,No,support,"The statement is explicitly analytical, methodological, or a bounded limitation derived from the canonical artifact.",support,support,NA (no first-pass correction required),final_displayed_blind_support,soc_outcomes_v2.csv,"categories=GD in pregnancy,GD in lactation across five regions",1c4368b060910b9bf6da76972d32651dbb17f642a755cfafdfe8e0384dda176b,186,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0083 (BATCH-04): support; same coordinator, stance-hidden, not independent validation."
POP-OLDER-002,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=257,1,Older adults는 adult primary pathway와 분리하고 cardiovascular comorbidity 및 drug/procedural toxicity modifiers를 별도 기록한다.,analytical_population_boundary,Older adults with GD/TED,NA (no comparator),older-adult sequencing modifiers,2026-09-10 data cut or prospective monitoring,Older adults는 adult primary pathway와 분리하고 cardiovascular comorbidity 및 drug/procedural toxicity modifiers를 별도 기록한다.,narrative,NA (internal canonical evidence),NA (no external source URL required),CANONICAL:soc_outcomes_v2.csv::category=GD in older adults across five regions,Canonical release artifact or analytic definition,Internal deterministic evidence,No,support,"The statement is explicitly analytical, methodological, or a bounded limitation derived from the canonical artifact.",support,support,NA (no first-pass correction required),final_displayed_blind_support,soc_outcomes_v2.csv,category=GD in older adults across five regions,1c4368b060910b9bf6da76972d32651dbb17f642a755cfafdfe8e0384dda176b,187,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0001 (BATCH-01): support; same coordinator, stance-hidden, not independent validation."
POP-RELAPSED-002,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=258,1,"Relapsed/refractory populations에서는 post-ATD relapse, post-RAI persistence, TED primary nonresponse, partial response, flare 및 post-treatment relapse를 별도 state로 기록한다.",analytical_population_boundary,Relapsed/refractory GD/TED,NA (no comparator),prior-therapy-specific failure-state separation,2026-09-10 data cut or prospective monitoring,"Relapsed/refractory populations에서는 post-ATD relapse, post-RAI persistence, TED primary nonresponse, partial response, flare 및 post-treatment relapse를 별도 state로 기록한다.",narrative,NA (internal canonical evidence),NA (no external source URL required),"CANONICAL:soc_outcomes_v2.csv::categories=Relapsed/refractory GD,Relapsed/refractory TED across five regions",Canonical release artifact or analytic definition,Internal deterministic evidence,No,support,"The statement is explicitly analytical, methodological, or a bounded limitation derived from the canonical artifact.",support,support,NA (no first-pass correction required),final_displayed_blind_support,soc_outcomes_v2.csv,"categories=Relapsed/refractory GD,Relapsed/refractory TED across five regions",1c4368b060910b9bf6da76972d32651dbb17f642a755cfafdfe8e0384dda176b,188,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0175 (BATCH-07): support; same coordinator, stance-hidden, not independent validation."
LIMIT-001,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=262,1,"Registry landscape는 미등록 preclinical assets, unpublished failures 및 비공개 sponsor changes를 포착하지 못할 수 있다.",methodological_limitation,Frozen registry and asset landscape,NA (no comparator),registry coverage limitation,2026-09-10 data cut or prospective monitoring,"Registry landscape는 미등록 preclinical assets, unpublished failures 및 비공개 sponsor changes를 포착하지 못할 수 있다.",narrative,NA (internal canonical evidence),NA (no external source URL required),CANONICAL:registry_cut_reconciliation_2026-09-10.json::frozen query and reconciliation scope,Canonical release artifact or analytic definition,Internal deterministic evidence,No,support,"The statement is explicitly analytical, methodological, or a bounded limitation derived from the canonical artifact.",support,support,NA (no first-pass correction required),final_displayed_blind_support,registry_cut_reconciliation_2026-09-10.json,frozen query and reconciliation scope,1c2621bef5d11b200fa283b1e1708860babcc83284322d887ff46742c5316384,189,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0089 (BATCH-04): support; same coordinator, stance-hidden, not independent validation."
LIMIT-003,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=264,1,Query-level negative search는 authorization 또는 reimbursement 부재를 입증하지 않으므로 해당 status를 unresolved로 유지했다.,methodological_limitation,Regional authorization and access review,NA (no comparator),negative-search inference boundary,2026-09-10 data cut or prospective monitoring,Query-level negative search는 authorization 또는 reimbursement 부재를 입증하지 않으므로 해당 status를 unresolved로 유지했다.,narrative,NA (internal canonical evidence),NA (no external source URL required),"CANONICAL:soc_outcomes_v2.csv::fields=authorization_status_scope,reimbursement_access,uncertainty",Canonical release artifact or analytic definition,Internal deterministic evidence,No,support,"The statement is explicitly analytical, methodological, or a bounded limitation derived from the canonical artifact.",support,support,NA (no first-pass correction required),final_displayed_blind_support,soc_outcomes_v2.csv,"fields=authorization_status_scope,reimbursement_access,uncertainty",1c4368b060910b9bf6da76972d32651dbb17f642a755cfafdfe8e0384dda176b,190,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0071 (BATCH-03): support; same coordinator, stance-hidden, not independent validation."
LIMIT-004,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=265,1,Complete asset table의 R&D potential과 evidence confidence는 서로 다른 축이며 clinical efficacy 또는 probability로 해석할 수 없다.,analytical_score_limitation,48-asset canonical inventory,NA (no comparator),score interpretation boundary,2026-09-10 data cut or prospective monitoring,Complete asset table의 R&D potential과 evidence confidence는 서로 다른 축이며 clinical efficacy 또는 probability로 해석할 수 없다.,narrative,NA (internal canonical evidence),NA (no external source URL required),"CANONICAL:pipeline_assets_v2.csv::fields=weighted_potential_0_3,evidence_confidence,r_and_d_score_scope",Canonical release artifact or analytic definition,Internal deterministic evidence,No,support,"The statement is explicitly analytical, methodological, or a bounded limitation derived from the canonical artifact.",support,support,NA (no first-pass correction required),final_displayed_blind_support,pipeline_assets_v2.csv,"fields=weighted_potential_0_3,evidence_confidence,r_and_d_score_scope",8c7c250395850cd9588704eeecfc7680e6c54af4a3f247747aed174ffeb40c91,191,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0180 (BATCH-08): support; same coordinator, stance-hidden, not independent validation."
LIMIT-005,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=266,1,Stance-hidden QA는 within-agent bias-reduction이며 independent validation이 아니다.,QA_limitation,v2 release,NA (no comparator),QA independence boundary,2026-09-10 data cut or prospective monitoring,Stance-hidden QA는 within-agent bias-reduction이며 independent validation이 아니다.,narrative,NA (internal canonical evidence),NA (no external source URL required),CANONICAL:plan2.md::claim-QA contract,Canonical release artifact or analytic definition,Internal deterministic evidence,No,support,"The statement is explicitly analytical, methodological, or a bounded limitation derived from the canonical artifact.",support,support,NA (no first-pass correction required),final_displayed_blind_support,plan2.md,claim-QA contract,db3a5bb7757d814309f2d5e736a7cdef1cbc8504b94caa04c4f0d472228d6880,192,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0091 (BATCH-04): support; same coordinator, stance-hidden, not independent validation."
CONCLUSION-004,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=272,1,"Near-term analytical monitoring priorities는 safety/PK/PD, TRAb/TSI/TSAb kinetics, thyroid hormones, immunogenicity, total-IgG preservation, B-cell pharmacology 및 off-treatment durability다.",analytical_monitoring_priority,Early direct anti-TSHR programs,NA (no comparator),prospective evidence-generation priorities,2026-09-10 data cut or prospective monitoring,"Near-term analytical monitoring priorities는 safety/PK/PD, TRAb/TSI/TSAb kinetics, thyroid hormones, immunogenicity, total-IgG preservation, B-cell pharmacology 및 off-treatment durability다.",narrative,NA (internal canonical evidence),NA (no external source URL required),"CANONICAL:pipeline_assets_v2.csv::assets=LCA-0321,MER511 | fields=biomarker_pd_strategy,key_unmet_need,critical_risks",Canonical release artifact or analytic definition,Internal deterministic evidence,No,support,"The statement is explicitly analytical, methodological, or a bounded limitation derived from the canonical artifact.",support,support,NA (no first-pass correction required),final_displayed_blind_support,pipeline_assets_v2.csv,"assets=LCA-0321,MER511; fields=biomarker_pd_strategy,key_unmet_need,critical_risks",8c7c250395850cd9588704eeecfc7680e6c54af4a3f247747aed174ffeb40c91,193,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0097 (BATCH-04): support; same coordinator, stance-hidden, not independent validation."
POP-OLDER-001,evidence_claims_v2.csv,ledger-only claim,0,"Older adults는 adult primary pathway와 분리하고 cardiovascular, glycemic, hearing, glucocorticoid 및 procedural toxicity modifiers를 별도 기록한다.",blind_pre_adjudication_failed_claim,Source-defined population,NA (no comparator),superseded displayed wording,2026-09-10 data cut,"Older adults는 adult primary pathway와 분리하고 cardiovascular, glycemic, hearing, glucocorticoid 및 procedural toxicity modifiers를 별도 기록한다.",historical narrative,NA (internal canonical evidence),NA (no external source URL required),CANONICAL:soc_outcomes_v2.csv::category=GD in older adults across five regions,Canonical release artifact or analytic definition,Internal deterministic evidence,No,support,Older-adult SoC rows support cardiovascular and general drug/procedural toxicity modifiers but not the full glycemic/hearing/glucocorticoid list.,insufficient,insufficient,Removed from display and replaced by POP-OLDER-002; original wording retained ledger-only.,ledger_only_blind_insufficient,soc_outcomes_v2.csv,category=GD in older adults across five regions,1c4368b060910b9bf6da76972d32651dbb17f642a755cfafdfe8e0384dda176b,194,2026-09-10,2.0.0,"Preserved from blind_packet_pre_adjudication_v2.jsonl; manual evidence review found an insufficient evidence boundary before final blind adjudication. | Blind QA BLIND-0163 (BATCH-07): insufficient; same coordinator, stance-hidden, not independent validation."
POP-RELAPSED-001,evidence_claims_v2.csv,ledger-only claim,0,"Relapsed/refractory populations에서는 post-ATD relapse, post-RAI persistence, TED nonresponse/flare 및 selected open-label retreatment를 별도 state로 기록한다.",blind_pre_adjudication_failed_claim,Source-defined population,NA (no comparator),superseded displayed wording,2026-09-10 data cut,"Relapsed/refractory populations에서는 post-ATD relapse, post-RAI persistence, TED nonresponse/flare 및 selected open-label retreatment를 별도 state로 기록한다.",historical narrative,NA (internal canonical evidence),NA (no external source URL required),"CANONICAL:soc_outcomes_v2.csv::categories=Relapsed/refractory GD,Relapsed/refractory TED across five regions",Canonical release artifact or analytic definition,Internal deterministic evidence,No,support,The cited SoC rows distinguish prior-therapy-specific failure states but do not contain selected open-label retreatment.,insufficient,insufficient,Removed from display and replaced by POP-RELAPSED-002; original wording retained ledger-only.,ledger_only_blind_insufficient,soc_outcomes_v2.csv,"categories=Relapsed/refractory GD,Relapsed/refractory TED across five regions",1c4368b060910b9bf6da76972d32651dbb17f642a755cfafdfe8e0384dda176b,195,2026-09-10,2.0.0,"Preserved from blind_packet_pre_adjudication_v2.jsonl; manual evidence review found an insufficient evidence boundary before final blind adjudication. | Blind QA BLIND-0086 (BATCH-04): insufficient; same coordinator, stance-hidden, not independent validation."
