blind_order,blind_id,adjudication_batch,claim_id,claim_type,blind_verdict,blind_failure_mode,adjudication_rationale,evidence_reviewed,precheck_status,resolution,source_ids,exact_anchors,canonical_artifact,canonical_row_ids,blind_packet_sha256,review_date,data_cut,review_independence
184,BLIND-0184,BATCH-08,ASSET-035,complete_asset_inventory_row,support,support,"For SCTT11, every displayed identity/indication/target/stage/status/tier/confidence field matched the canonical asset row, its row hash, and resolved source IDs.",sources=876 | exact_anchors=CANONICAL:pipeline_assets_v2.csv::asset=SCTT11;row_sha256=4d5017b1468c8ad77d54629ae6421da281cbb44f8ff3189a0bfc5f5f7865e8fb | canonical=pipeline_assets_v2.csv::asset=SCTT11,PASS,NA (no correction required),876,CANONICAL:pipeline_assets_v2.csv::asset=SCTT11;row_sha256=4d5017b1468c8ad77d54629ae6421da281cbb44f8ff3189a0bfc5f5f7865e8fb,pipeline_assets_v2.csv,asset=SCTT11,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
185,BLIND-0185,BATCH-08,POTENTIAL-02,internal_rd_potential_confidence,support,support,"For MER511, weighted potential 2.75/3 and evidence-confidence category matched separate canonical fields; the value is retained as an internal hypothesis-weighted metric.","sources=NA (internal canonical evidence) | exact_anchors=CANONICAL:pipeline_assets_v2.csv::asset=MER511;fields=weighted_potential_0_3,evidence_confidence | canonical=pipeline_assets_v2.csv::asset=MER511;fields=weighted_potential_0_3,evidence_confidence",PASS,NA (no correction required),NA (internal canonical evidence),"CANONICAL:pipeline_assets_v2.csv::asset=MER511;fields=weighted_potential_0_3,evidence_confidence",pipeline_assets_v2.csv,"asset=MER511;fields=weighted_potential_0_3,evidence_confidence",bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
186,BLIND-0186,BATCH-08,REG-JP-TEPEZZA-AUTH,regional_authorization_status,support,support,"For SOC-JP-TED-TEPEZZA, authorization text/value matched the canonical SoC field and the claim-specific regulator or documented query source subset; unresolved wording was not converted to absence.",sources=735; 736 | exact_anchors=SOURCE_ANCHOR:JP-PMDA-TEPEZZA-REVIEW-CONCLUSION; SOURCE_ANCHOR:JP-PMDA-TEPEZZA-ENGLISH-APPROVAL-ROW; CANONICAL:soc_outcomes_v2.csv::soc_id=SOC-JP-TED-TEPEZZA;field=authorization_status_scope | canonical=soc_outcomes_v2.csv::soc_id=SOC-JP-TED-TEPEZZA; field=authorization_status_scope,PASS,NA (no correction required),735; 736,SOURCE_ANCHOR:JP-PMDA-TEPEZZA-REVIEW-CONCLUSION; SOURCE_ANCHOR:JP-PMDA-TEPEZZA-ENGLISH-APPROVAL-ROW; CANONICAL:soc_outcomes_v2.csv::soc_id=SOC-JP-TED-TEPEZZA;field=authorization_status_scope,soc_outcomes_v2.csv,soc_id=SOC-JP-TED-TEPEZZA; field=authorization_status_scope,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
187,BLIND-0187,BATCH-08,TRIAL-FRAME-002,internal_trial_reporting_boundary,support,support,"The result curation preserves trial-specific comparators, endpoints, timepoints, and denominators. The sentence limits values to within-trial interpretation and prohibits pooling/ranking.","sources=NA (internal canonical evidence) | exact_anchors=CANONICAL:result_trial_curation_v2.csv::all 25 rows | fields=disposition,efficacy,safety,durability,caveats | canonical=result_trial_curation_v2.csv::all 25 rows; fields=disposition,efficacy,safety,durability,caveats",PASS,NA (no correction required),NA (internal canonical evidence),"CANONICAL:result_trial_curation_v2.csv::all 25 rows | fields=disposition,efficacy,safety,durability,caveats",result_trial_curation_v2.csv,"all 25 rows; fields=disposition,efficacy,safety,durability,caveats",bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
188,BLIND-0188,BATCH-08,CONCLUSION-003,blind_pre_adjudication_failed_claim,insufficient,insufficient,The cited LCA-0321/MER511 asset fields support several biomarkers and durability risks but do not explicitly contain ATD taper or TED–biochemical concordance. The full priority list therefore exceeds the anchor.,"sources=NA (internal canonical evidence) | exact_anchors=CANONICAL:pipeline_assets_v2.csv::assets=LCA-0321,MER511 | fields=biomarker_pd_strategy,key_unmet_need,critical_risks | canonical=pipeline_assets_v2.csv::assets=LCA-0321,MER511; fields=biomarker_pd_strategy,key_unmet_need,critical_risks",PASS,Removed from display and replaced by CONCLUSION-004; original wording retained ledger-only.,NA (internal canonical evidence),"CANONICAL:pipeline_assets_v2.csv::assets=LCA-0321,MER511 | fields=biomarker_pd_strategy,key_unmet_need,critical_risks",pipeline_assets_v2.csv,"assets=LCA-0321,MER511; fields=biomarker_pd_strategy,key_unmet_need,critical_risks",bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
189,BLIND-0189,BATCH-08,TRIAL-009-DURABILITY,trial_durability_result_or_limit,support,support,"For NCT02973802, the durability field matched the approved curation row; curation-row, clinical-trial-row, and frozen-registry-document hashes all matched, with posted-result status verified.",sources=800 | exact_anchors=TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT02973802 | canonical=result_trial_curation_v2.csv::trial_id=NCT02973802; field=durability,PASS,NA (no correction required),800,TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT02973802,result_trial_curation_v2.csv,trial_id=NCT02973802; field=durability,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
190,BLIND-0190,BATCH-08,TRIAL-008-INTERPRETATION,trial_primary_interpretation,support,support,"For NCT02845336, the primary interpretation/disposition matched the approved curation row; curation-row, clinical-trial-row, and frozen-registry-document hashes all matched, with posted-result status verified.",sources=798 | exact_anchors=TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT02845336 | canonical=result_trial_curation_v2.csv::trial_id=NCT02845336; field=primary_interpretation,PASS,NA (no correction required),798,TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT02845336,result_trial_curation_v2.csv,trial_id=NCT02845336; field=primary_interpretation,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
191,BLIND-0191,BATCH-08,QA-METHOD-001,internal_methodological_statement,support,support,The QA contract specifies a stance-hidden second pass by the same coordinator and expressly disclaims independent third-party validation.,sources=NA (internal canonical evidence) | exact_anchors=CANONICAL:plan2.md::claim-QA contract | canonical=plan2.md::claim-QA contract,PASS,NA (no correction required),NA (internal canonical evidence),CANONICAL:plan2.md::claim-QA contract,plan2.md,claim-QA contract,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
192,BLIND-0192,BATCH-08,METHOD-004,internal_inventory_count,support,support,Recomputed inventory value 25 from clinical_trials_v2.csv at field=has_posted_results; frozen artifact hash and claim value matched.,sources=NA (internal canonical evidence) | exact_anchors=CANONICAL:clinical_trials_v2.csv::field=has_posted_results | canonical=clinical_trials_v2.csv::field=has_posted_results,PASS,NA (no correction required),NA (internal canonical evidence),CANONICAL:clinical_trials_v2.csv::field=has_posted_results,clinical_trials_v2.csv,field=has_posted_results,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
193,BLIND-0193,BATCH-08,TRIAL-018-INTERPRETATION,trial_primary_interpretation,support,support,"For NCT05276063, the primary interpretation/disposition matched the approved curation row; curation-row, clinical-trial-row, and frozen-registry-document hashes all matched, with posted-result status verified.",sources=831 | exact_anchors=TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT05276063 | canonical=result_trial_curation_v2.csv::trial_id=NCT05276063; field=primary_interpretation,PASS,NA (no correction required),831,TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT05276063,result_trial_curation_v2.csv,trial_id=NCT05276063; field=primary_interpretation,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
194,BLIND-0194,BATCH-08,ASSET-020,complete_asset_inventory_row,support,support,"For KHN939, every displayed identity/indication/target/stage/status/tier/confidence field matched the canonical asset row, its row hash, and resolved source IDs.",sources=916; 917 | exact_anchors=CANONICAL:pipeline_assets_v2.csv::asset=KHN939;row_sha256=2b8ade31a8ac75e4308afba9c83c87b0879ea9b459885e9224016bbc989a6d2a | canonical=pipeline_assets_v2.csv::asset=KHN939,PASS,NA (no correction required),916; 917,CANONICAL:pipeline_assets_v2.csv::asset=KHN939;row_sha256=2b8ade31a8ac75e4308afba9c83c87b0879ea9b459885e9224016bbc989a6d2a,pipeline_assets_v2.csv,asset=KHN939,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
195,BLIND-0195,BATCH-08,REG-US-LUMVOA-ACCESS,regional_reimbursement_access_status,support,support,"For SOC-US-TED-LUMVOA, access text/value matched the canonical SoC field and the claim-specific access/query source subset; authorization and access remained separate.",sources=NA (internal canonical evidence) | exact_anchors=CANONICAL:soc_outcomes_v2.csv::soc_id=SOC-US-TED-LUMVOA;field=reimbursement_access | canonical=soc_outcomes_v2.csv::soc_id=SOC-US-TED-LUMVOA; field=reimbursement_access,PASS,NA (no correction required),NA (internal canonical evidence),CANONICAL:soc_outcomes_v2.csv::soc_id=SOC-US-TED-LUMVOA;field=reimbursement_access,soc_outcomes_v2.csv,soc_id=SOC-US-TED-LUMVOA; field=reimbursement_access,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
196,BLIND-0196,BATCH-08,ASSET-RENDER-001,internal_asset_rendering_boundary,support,support,Verified a 48-row canonical inventory and direct row rendering of stage/status/tier/confidence fields; this is a rendering/interpretation rule rather than an efficacy claim.,"sources=NA (internal canonical evidence) | exact_anchors=CANONICAL:pipeline_assets_v2.csv::all 48 rows | fields=highest_stage,status,core_adjacent_tier,evidence_confidence | canonical=pipeline_assets_v2.csv::all 48 rows; fields=highest_stage,status,core_adjacent_tier,evidence_confidence",PASS,NA (no correction required),NA (internal canonical evidence),"CANONICAL:pipeline_assets_v2.csv::all 48 rows | fields=highest_stage,status,core_adjacent_tier,evidence_confidence",pipeline_assets_v2.csv,"all 48 rows; fields=highest_stage,status,core_adjacent_tier,evidence_confidence",bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
197,BLIND-0197,BATCH-08,REG-UK-TEPEZZA-AUTH,regional_authorization_status,support,support,"For SOC-UK-TED-TEPEZZA, authorization text/value matched the canonical SoC field and the claim-specific regulator or documented query source subset; unresolved wording was not converted to absence.",sources=731 | exact_anchors=SOURCE_ANCHOR:UK-MHRA-TEPEZZA-APPROVAL; CANONICAL:soc_outcomes_v2.csv::soc_id=SOC-UK-TED-TEPEZZA;field=authorization_status_scope | canonical=soc_outcomes_v2.csv::soc_id=SOC-UK-TED-TEPEZZA; field=authorization_status_scope,PASS,NA (no correction required),731,SOURCE_ANCHOR:UK-MHRA-TEPEZZA-APPROVAL; CANONICAL:soc_outcomes_v2.csv::soc_id=SOC-UK-TED-TEPEZZA;field=authorization_status_scope,soc_outcomes_v2.csv,soc_id=SOC-UK-TED-TEPEZZA; field=authorization_status_scope,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
198,BLIND-0198,BATCH-08,ASSET-048,complete_asset_inventory_row,support,support,"For ZB001, every displayed identity/indication/target/stage/status/tier/confidence field matched the canonical asset row, its row hash, and resolved source IDs.",sources=841 | exact_anchors=CANONICAL:pipeline_assets_v2.csv::asset=ZB001;row_sha256=b666affa9e4975beb600f3233be5aa37af39e674649a130638d3c60e85cdb790 | canonical=pipeline_assets_v2.csv::asset=ZB001,PASS,NA (no correction required),841,CANONICAL:pipeline_assets_v2.csv::asset=ZB001;row_sha256=b666affa9e4975beb600f3233be5aa37af39e674649a130638d3c60e85cdb790,pipeline_assets_v2.csv,asset=ZB001,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
199,BLIND-0199,BATCH-08,TRIAL-006-INTERPRETATION,trial_primary_interpretation,support,support,"For NCT02378298, the primary interpretation/disposition matched the approved curation row; curation-row, clinical-trial-row, and frozen-registry-document hashes all matched, with posted-result status verified.",sources=791 | exact_anchors=TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT02378298 | canonical=result_trial_curation_v2.csv::trial_id=NCT02378298; field=primary_interpretation,PASS,NA (no correction required),791,TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT02378298,result_trial_curation_v2.csv,trial_id=NCT02378298; field=primary_interpretation,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
200,BLIND-0200,BATCH-08,METHOD-016,randomization_semantics_count,support,support,"Recomputed this randomization-reporting category as 108 from registry_allocation, n_randomized, and randomization_basis; no enrollment substitution was introduced.","sources=NA (internal canonical evidence) | exact_anchors=CANONICAL:clinical_trials_v2.csv::fields=registry_allocation,n_randomized,randomization_basis | canonical=clinical_trials_v2.csv::fields=registry_allocation,n_randomized,randomization_basis",PASS,NA (no correction required),NA (internal canonical evidence),"CANONICAL:clinical_trials_v2.csv::fields=registry_allocation,n_randomized,randomization_basis",clinical_trials_v2.csv,"fields=registry_allocation,n_randomized,randomization_basis",bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
201,BLIND-0201,BATCH-09,TRIAL-017-DURABILITY,trial_durability_result_or_limit,support,support,"For NCT05176639, the durability field matched the approved curation row; curation-row, clinical-trial-row, and frozen-registry-document hashes all matched, with posted-result status verified.",sources=829 | exact_anchors=TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT05176639 | canonical=result_trial_curation_v2.csv::trial_id=NCT05176639; field=durability,PASS,NA (no correction required),829,TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT05176639,result_trial_curation_v2.csv,trial_id=NCT05176639; field=durability,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
202,BLIND-0202,BATCH-09,ENDPOINT-007,analytical_endpoint_definition,support,support,"This is a deliberately stringent operational use boundary for the word cure: it requires normal function, persistent loss of pathogenic autoimmunity, and treatment-free durability, and is not applied to early investigational direct programs.",sources=NA (internal canonical evidence) | exact_anchors=CANONICAL:plan2.md | clinical_trials_v2.csv | soc_outcomes_v2.csv::frozen endpoint-semantics contract | clinical_trials.primary_endpoints | soc_outcomes.endpoint_semantics | canonical=plan2.md; clinical_trials_v2.csv; soc_outcomes_v2.csv::frozen endpoint-semantics contract; clinical_trials.primary_endpoints; soc_outcomes.endpoint_semantics,PASS,NA (no correction required),NA (internal canonical evidence),CANONICAL:plan2.md | clinical_trials_v2.csv | soc_outcomes_v2.csv::frozen endpoint-semantics contract | clinical_trials.primary_endpoints | soc_outcomes.endpoint_semantics,plan2.md; clinical_trials_v2.csv; soc_outcomes_v2.csv,frozen endpoint-semantics contract; clinical_trials.primary_endpoints; soc_outcomes.endpoint_semantics,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
